Profile,Stage Name,Full Name,Korean Name,K. Stage Name,Date of Birth,Group,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Position,Instagram,Twitter
https://dbkpop.com/idol/arang-neonpunch/,Arang,Son Mnjung,손민정,아랑,2000-03-08,,South Korea,,0,0,,,NeonPunch,F,,https:/www.instagram.com/sunghyuk_seo/,
,Yookyung,Seo Yookyung,서유경 ,유경 ,1993-03-15,,South Korea,,167,48,,,AOA BLACK,F,,,
https://dbkpop.com/idol/hyoeun-stellar/,Hyeoeun,Lee Hyoeun,이효은,효은,1993-03-16,Stellar,South Korea,,0,0,Seoul,,,F,,,
,Xiao Ting,Shen Xiao Ting,션샤오팅,샤오팅,1999-11-12,Kep1er,China,,168,0,,,,F,,,
https://dbkpop.com/idol/seoyeon-fromis-9/,Seoyeon,Lee Seoyeon,이서연,서연,2000-01-22,fromis_9,South Korea,,0,0,Seoul,,,F,,,
https://dbkpop.com/idol/hayoung-apink/,Hayoung,Oh Hayoung,오하영 ,하영 ,1996-07-19,Apink,South Korea,,167,0,Seoul,,,F,,https:/www.instagram.com/o_h_y_y,
,Tiffany,Hwang Miyoung,황미영,티파니,1989-08-01,SNSD,South Korea,USA,163,50,San Francisco,TTS,,F,,https:/www.instagram.com/xolovestephi,
https://dbkpop.com/idol/monday-weeekly/,Monday,Kim Jimin,김지민 ,먼데이,2002-05-10,Weeekly,South Korea,,172,0,,,,F,"Main Vocal, Main Dancer",,
,Yeowool,Ha Yeowool,하여울,여울,1998-04-11,Purplebeck,South Korea,,163,46,,,,F,,,
,Haru,Abe Haruno,아베 하루노,하루,2000-02-21,NATURE,Japan,,0,0,,,,F,,,
https://dbkpop.com/idol/sunmi-wonder-girls/,Sunmi,Lee Sunmi,이선미,선미,1992-05-02,Wonder Girls,South Korea,,167,0,Iksan,,,F,,https:/www.instagram.com/miyayeah,
,ChaeY,Song Chaeyeon,송채연,채이,2003-01-06,CRAXY,South Korea,,0,0,,,,F,,,
,Bahiyyih,Huening Bahiyyih,휴닝바히에,바히에,2004-07-27,Kep1er,USA,South Korea,166,0,,,,F,,,
https://dbkpop.com/idol/ahin-momoland/,AhIn,Lee Ahin,이아인,아인,1999-09-27,MOMOLAND,South Korea,,160,44,Wonju,,,F,,,
https://dbkpop.com/idol/mirae-cherry-bullet/,Ella,Kim Kyungjoo,김경주,엘라,1998-03-26,Pixy,South Korea,,0,0,,,Cherry Bullet,F,,,
https://dbkpop.com/idol/hyeri-girls-day/,Hyeri,Lee Hyeri,이혜리 ,혜리 ,1994-06-09,Girl's Day,South Korea,,167,46,Gwangju,,,F,,https:/www.instagram.com/hyeri_0609,
,Seol,Min Jihye,민지혜,설,1997-01-01,P.O.P,South Korea,,0,0,Gunsan,,,F,,,
,Minzy,Kong Minji,공민지 ,민지 ,1994-01-18,2NE1,South Korea,,0,0,,,,F,,,
,Jieun,Choi Jieun,최지은,지은,2001-03-03,Bling Bling,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/nako-izone/,Nako,Yabuki Nako,야부키 나코,나코,2001-06-18,IZ*ONE,Japan,,0,0,Tokyo,,,F,,,
https://dbkpop.com/idol/lee-soojin-weeekly/,Soojin,Lee Soojin,이수진,수진,2001-12-12,Weeekly,South Korea,,165,0,,,,F,"Leader, Main Dancer, Sub Vocal",,
,Vivian,Park Sunghee,박성희,비비안,1998-12-08,Gate9,South Korea,,0,0,,,,F,,https://www.instagram.com/vivian__g9/,
,Haena,Jeon Eunbi,전은비,해나,2002-02-19,ANS,South Korea,,0,0,,,,F,,,
,Eyedi,Nam Yujin,남유진,아이디,1995-12-08,,South Korea,,0,0,,,,F,,,
,Dajeong,Kim Dajeong,김다정,다정,1995-08-08,Hashtag,South Korea,,170,0,Gwangju,,,F,,,
https://dbkpop.com/idol/dawon-wjsn/,Dawon,Nam Dawon,남다원,다원,1997-03-16,Cosmic Girls,South Korea,,167,0,Seoul,,,F,,,
https://dbkpop.com/idol/soyeon-laboum/,Soyeon,Jung Soyeon,정소연,소연,1994-05-04,LABOUM,South Korea,,161,44,Gwangju,,,F,Main Vocalist,,
https://dbkpop.com/idol/park-soeun-weeekly/,Soeun,Park Soeun,박소은,소은 ,2002-10-26,Weeekly,South Korea,,168,0,,,,F,"Lead Vocal, Lead Dancer",,
,Jungah,Kim Jungah,김정아,정아,1983-08-02,,South Korea,,0,0,Incheon,,After School,F,,https:/www.instagram.com/i_am_jjunga,
,Sugyeong,Jo Sugyeong,조수경,수경,2000-01-12,Favorite,South Korea,,0,0,Haenam,,,F,,,
,Aurora,Yang Lan,양안,오로라,1997-01-14,NATURE,China,,0,0,,,,F,,,
,Harin,Seo Harin,서하린,하린,2000-12-07,BOTOPASS,South Korea,,0,0,,,,F,,,
,Bom,Park Bom,박봄,봄,1984-03-24,2NE1,South Korea,,0,0,,,,F,,https:/www.instagram.com/haroobommi,
https://dbkpop.com/idol/solbin-laboum/,Solbin,Ahn Solbin,안솔빈,솔빈,1997-08-19,LABOUM,South Korea,,169,52,Ojeonggu,,,F,Visual,,
https://dbkpop.com/idol/chaeyeon-izone/,Chaeyeon,Lee Chaeyeon,이채연,채연,2000-01-11,IZ*ONE,South Korea,,0,0,Yongin,,,F,,,
https://dbkpop.com/idol/yeonjung-wjsn/,Yeonjung,Yu Yeonjung,유연정,연정,1999-08-03,Cosmic Girls,South Korea,,167,52,Gwangmyeong,,I.O.I,F,,https:/www.instagram.com/uyj_s,
,Hyuna,Kim Hyuna,김현아 ,현아 ,1992-06-06,4minute,South Korea,,164,0,Jeolla,,Wonder Girls,F,,https:/www.instagram.com/hyunah_aa,
https://dbkpop.com/idol/daisy-momoland/,Daisy,Yoo Jeongahn,유정안,데이지,1999-01-22,,South Korea,,0,0,Seoul,,MOMOLAND,F,,,
https://dbkpop.com/idol/seungyeon-clc/,Seungyeon,Jang Seunyeon,장승연 ,승연,1996-11-06,CLC,South Korea,,163,0,Seongnam,,,F,,,
,Jeonghee,Go Jeonghee,고정희,정희,2000-03-11,Favorite,South Korea,,0,0,Incheon,,,F,,,
,Dan-a,Park Seungyeon,박승연,단아,1993-06-26,Matilda,South Korea,,0,160,,,,F,,,
https://dbkpop.com/idol/yura-girls-day/,Yura,Kim Ahyoung,김아영 ,유라 ,1992-11-06,Girl's Day,South Korea,,168,49,Ulsan,,,F,,https:/www.instagram.com/yura_936,
,Krystal,Krystal Jung,크리스탈 정,크리스탈,1994-10-24,f(x),South Korea,,165,0,San Francisco,,,F,,https:/www.instagram.com/vousmevoyez,
,Taeha,Yoo Taeha,유태하,태하 ,1995-10-05,,South Korea,,162,0,,,Berry Good,F,,,
https://dbkpop.com/idol/soyeon-gi-dle/,Soyeon,Jeon Soyeon,전소연,소연,1998-08-26,(G)I-DLE,South Korea,,157,42,,,,F,,,
,Sitala,Sitala Wongkrachang,시탈라 웡크라창,시탈라,,H1-KEY,Thailand,,173,0,,,,F,,,
,Seoyeon,Kim Minju,김민주,서연,1995-11-26,Favorite,South Korea,,0,0,Gwacheon,,,F,,,
,Keina,Lee Yoona,이유나,케이나,1999-02-12,H.U.B,South Korea,,0,0,,,,F,,,
,Haeun,Yoon Haeun,윤하은,하은,1999-03-12,3YE,South Korea,,163,0,,,Apple.B,F,,,
https://dbkpop.com/idol/jinsol-april/,Jinsol,Lee Jinsol,이진솔,진솔,2001-12-04,APRIL,South Korea,,0,0,Andong,,,F,,,
https://dbkpop.com/idol/lea-secret-number,Lea,Ogawa Mizuki,오가와 미즈키,레아,1995-08-12,SECRET NUMBER,Japan,,169,0,Tokyo,,Skarf,F,,,
https://dbkpop.com/idol/luda-wjsn/,Luda,Lee Luda,이루다,루다,1997-03-06,Cosmic Girls,South Korea,,157,0,Seoul,"WJSN Chocome, WJMK",,F,,,
,Dany,Jeon Eunji,전은지,다니,1998-01-20,Ho1iday,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/yujin-clc/,Yujin,Choi Yujin,최유진,유진,1996-08-12,Kep1er,South Korea,,164,0,Jeonju,,CLC,F,,,
,Eunchae,Son Eunchae,손은채,은채,1999-10-06,bugAboo,South Korea,,154,38,Pohang,,,F,,,
https://dbkpop.com/idol/jeongyeon/,Jeongyeon,Yoo Jeongyeon,유정연,정연,1996-11-01,Twice,South Korea,,168,0,Suwon,,,F,,,
,Yujin,Seo Yoojin,소유진,유진,1994-06-18,Playback,South Korea,,0,0,,,,F,,,
,Lola,Choi Yoojung,최유정,로라,2001-02-22,Pixy,South Korea,,169,0,,,,F,,,
,Chungha,Kim Chungha,김청하,청하,1996-02-09,,South Korea,,0,0,Dallas,,I.O.I,F,,,
,Liyah,Moon Liya,문리야,리야,2000-05-11,MIXX,South Korea,,175,52,,,,F,,,
https://dbkpop.com/idol/dana-sonamoo/,D.ana,Cho Eunae,조은애,디애나,1995-09-10,Sonamoo,South Korea,,170,0,Seoul,,,F,Rapper,,https:/www.twitter.com/SONAMOO_Dana
,Lily,Lily Jin Morrow,릴리 진 머로우,릴리,2002-10-17,NMIXX,Australia,South Korea,0,0,Marysville,,,F,,,
,Jea,Kim Hyojin,김효진,제아,1981-09-18,Brown Eyed Girls,South Korea,,0,0,,,,F,,https:/www.instagram.com/jeaworld,
,Gaga,Li Jia Jia,리 지아 지아,가가,1999-09-01,,China,,0,0,,,NATURE,F,,,
,Chowon,Kim Chowon,김초원,초원,2005-08-18,ICHILLIN',South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/dahyun/,Dahyun,Kim Dahyun,김다현,다현,1998-05-28,Twice,South Korea,,165,0,Seongnam,,,F,,,
,Seungeun,Shim Seungeun,심승은,승은,2000-12-27,BVNDIT,South Korea,,0,0,,,,F,,,
,Uee,Kim Yujin,김유진,유이,1988-04-09,,South Korea,,0,0,Daegu,,After School,F,,,
https://dbkpop.com/idol/miyawaki-sakura-izone/,Sakura,Miyawaki Sakura,미야와키 사쿠라,사쿠라,1998-03-19,IZ*ONE,Japan,,0,0,Kagoshima,,,F,,,
,IU,Lee Jieun,이지은,아이유,1993-05-16,,South Korea,,162,0,Seoul,,,F,,https:/www.instagram.com/dlwlrma,
https://dbkpop.com/idol/remi-cherry-bullet/,Remi,Katsuno Rise,카츠노 리세,레미,2001-04-26,Cherry Bullet,Japan,,0,0,,,,F,,,
,E-Young,Noh Yiyoung,노이영,이영,1992-08-16,After School,South Korea,,0,0,Chuncheon,,,F,,https:/www.instagram.com/e_young0816,
https://dbkpop.com/idol/gayoung-stellar/,Gayoung,Kim Gayoung,김가영,가영,1991-12-02,Stellar,South Korea,,0,0,Seoul,,,F,,,
,Miko,Matsuda Miko,마츠다 미코,미코,1995-10-28,Honey Popcorn,Japan,,0,0,,,,F,,,
https://dbkpop.com/idol/jiyoung-bolbbalgan4/,Jiyoung,Ahn Jiyoung,안지영,지영,1995-09-14,Bolbbalgan4,South Korea,,0,0,Yeongju,,,F,,,
,CL,Lee Chaerin,이채린,씨엘,1991-02-26,2NE1,South Korea,,0,0,,,,F,,https:/www.instagram.com/chaelincl,
,Kriesha Chu,Kriesha Ziskind Teo Tiu,크리샤 지스킨드 테오 티우,크리샤 츄,1998-12-20,,Philippines,,0,0,Cebu,,,F,,,
https://dbkpop.com/idol/lin-lin-cherry-bullet/,Lin Lin,Huang Ziting,황자정,린린,2003-07-05,,Taiwan,,0,0,,,Cherry Bullet,F,,,
https://dbkpop.com/idol/highd-sonamoo/,High.D,Kim Dohee,김도희,하이디,1996-12-21,Sonamoo,South Korea,,165,0,Suwon,,,F,Main Vocalist,,https:/www.twitter.com/SONAMOO_HighD
,I,Cha Yoonji,차윤지,아이 ,1996-12-02,,South Korea,,0,0,Busan,,,F,,,
,Saebyeok,Shim Jaeyoung,심재영,새벽,1996-11-09,Ho1iday,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/moonhee-bonus-baby/,Moonhee,Choi Moonhee,최문희,문희,1997-04-15,Bonus Baby,South Korea,,167,0,,,MyB,F,,,
,Hanwoom,Byun Hanwoom,변한움,한움,2001-06-05,PRECIOUS,South Korea,,160,43,Seoul,,,F,,,
,Aki,Jang Minju,장민주,아키,2001-02-12,MAJORS,South Korea,,168,48,,,,F,,,
https://dbkpop.com/idol/qri/,Qri,Lee Jihyun,이지현,큐리,1986-12-12,T-ara,South Korea,,162,44,Goyang,,,F,,https:/www.instagram.com/qtfreet,
https://dbkpop.com/idol/joy-red-velvet/,Joy,Park Sooyoung,박수영,조이,1996-09-03,Red Velvet,South Korea,,163,0,Jeju,,,F,,,
,K.Me,Na Miri,나미리,케이미,1992-04-10,BADKIZ,South Korea,,0,0,Yeosu,,,F,,https:/www.instagram.com/k.me93,
https://dbkpop.com/idol/taeha-momoland/,Taeha,Kim Taeha,김태하,태하,1998-06-03,,South Korea,,0,0,Jeonju,,MOMOLAND,F,,,
,Jiyou,Im Changsook,임창숙,지유,1989-06-15,Two X,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/jihyo/,Jihyo,Park Jisoo,박지수,지효,1997-02-01,Twice,South Korea,,162,0,Guri,,,F,"Leader, Main Vocal",,
,Seoyoon,Kim Suyoung,김수영,서윤,1995-01-26,BOTOPASS,South Korea,,0,0,,,ILUV,F,,,
,Dohee,Min Dohee,민도희,도희,1994-09-25,Tiny-G,South Korea,,152,39,,,,F,,,
,Sojin,Hong Sojin,홍소진,소진,1999-09-24,Hashtag,South Korea,,163,0,,,,F,,,
,Ayeon,Son Minji,손민지,아연,2002-09-29,Saturday,South Korea,,162,47,,,,F,,,
,Yoona,Im Yoona,임윤아 ,윤아,1990-05-30,SNSD,South Korea,,166,47,Seoul,,,F,,https:/www.instagram.com/yoona__lim,
,Songyee,Park Songyee,박송이,송이,2004-09-25,,South Korea,,0,0,,,woo!ah!,F,Main Rapper,,
,Nayu,Kim Yewon,김예원,나유,2002-07-23,ILY:1,South Korea,,0,0,,,,F,,,
,Mayna,Shaoxi Mengna,,메이나,2000-05-12,HOT ISSUE,China,Romania,170,47,,,,F,,,
,Moonbyul,Moon Byulyi,문별이,문별,1992-12-22,Mamamoo,South Korea,,165,45,Bucheon,,,F,Main Rapper,,
,Dita,Dita Karang,디타 가랑,디타,1996-12-25,SECRET NUMBER,Indonesia,,0,0,Yogyakarta,,,F,,,
https://dbkpop.com/idol/chuu-loona/,Chuu,Kim Jiwoo,김지우,츄,1999-10-20,LOONA,South Korea,,0,0,Cheongju,Loona yyxy,,F,,,
https://dbkpop.com/idol/sowon/,Sowon,Kim Sojung,김소정,소원,1995-12-07,Gfriend,South Korea,,172,0,Seoul,,,F,,,
,LuA,Jo Hankyeung,조한경,루아,1991-09-14,BADKIZ,South Korea,,0,0,Busan,,,F,,,
https://dbkpop.com/idol/cheng-xiao-wjsn/,Cheng Xiao,Cheng Xiao,청샤오,성소,1998-07-15,Cosmic Girls,China,,167,0,Shenzhen,,,F,,https:/www.instagram.com/chengxiao_0715,
,Yoon,Ji Hayoon,지하윤,윤,1997-07-08,Gate9,South Korea,,162,0,Busan,,,F,,https://www.instagram.com/queenyunista/,
https://dbkpop.com/idol/choa-aoa/,Choa,Park Choa,박초아 ,초아,1990-03-06,,South Korea,,160,42,Incheon,,"AoA, AOA BLACK",F,,https:/www.instagram.com/queenchoa_,
,Jinhui,,,진희,1996-11-21,Lusty,South Korea,,160,42,Seongnam,,,F,Main Vocal,,
,Yezi,Lee Yeji,이예지,예지,1994-08-26,Fiestar,South Korea,,161,0,Gangneung,,,F,,https:/www.instagram.com/-,https:/www.twitter.com/fiestar__yezi
,Seulgi,Jeong Seulgi,정슬기,슬기,1990-05-12,S#aFLA,South Korea,,0,0,,,,F,,,
,Nana,Kwon Nayeon,권나연,나나,2001-03-09,woo!ah!,South Korea,,0,0,,,,F,"Leader, Main Dancer",,
https://dbkpop.com/idol/mimi-gugudan/,Mimi,Jung Mimi,정미미,미미,1993-01-01,Gugudan,South Korea,,163,0,,,,F,,,
,Hyosun,Lim Hyosun,임효선,효선,1998-07-10,H.U.B,South Korea,,170,54,,,Kiwi Band,F,,,
,Lee Jin,Shim Yerin,심예린,이진,2001-03-12,Hi-L,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/kwon-eunbi-izone/,Eunbi,Kwon Eunbi,권은비,은비,1995-09-27,IZ*ONE,South Korea,,0,0,Seoul,,,F,,,
,Raina,Oh Hyerin,오혜린,레이나,1989-05-07,After School,South Korea,,0,0,Ulsan,Orange Caramel,,F,,https:/www.instagram.com/raina_57,
https://dbkpop.com/idol/yuna-aoa/,Yuna,Seo Yuna,서유나 ,유나 ,1992-12-30,AoA,South Korea,,163,45,Busan,AOA BLACK,,F,,https:/www.instagram.com/yn_s_1230,
https://dbkpop.com/idol/karin-elris/,Karin,Min Karin,민가린,가린,2002-01-05,ELRIS,South Korea,,0,0,,,,F,,,
,Lena,Kang Rena,강레나,레나,2002-04-17,GWSN,South Korea,,0,0,,,,F,,,
,Chowon,Han Chowon,한초원,초원,2002-09-16,LIGHTSUM,South Korea,,168,50,Seoul,,,F,,,
,Suzy,Kim Suji,김수지,수지,2001-06-03,MAJORS,South Korea,,164,45,,,,F,,,
https://dbkpop.com/idol/hayoung-fromis-9/,Hayoung,Song Hayoung,송하영,하영,1997-09-29,fromis_9,South Korea,,0,0,Gwangju,,,F,,,
,Amber,Amber Josephine Liu,엠버 조세핀 리우,엠버,1992-09-18,f(x),USA,Taiwan,167,0,Los Angeles,,,F,,https:/www.instagram.com/ajol_llama,
,J.Min,Shin Minjung,신민정,제이민,1994-11-20,Tiny-G,South Korea,,155,0,,,,F,,,
,Victoria,Song Qian,송치엔 ,빅토리아,1987-02-02,f(x),China,,168,45,Qingdao,,,F,,https:/www.instagram.com/victoria02_02,
,Haeri,Jung Haeri,정해리,해리,1997-01-14,P.O.P,South Korea,,0,0,Seoul,,,F,,,
,Saebom,Kim Saerok,김새록,새봄,1997-01-30,NATURE,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/mijoo-lovelyz/,Mijoo,Lee Mijoo,이미주,미주,1994-09-23,Lovelyz,South Korea,,167,47,Okcheon,,,F,,,
,Mashiro,Sakamoto Mashiro,사카모토 마시로,마시로,1999-12-16,Kep1er,Japan,,157,0,,,,F,,,
,Lu,Im Hayoung,임하영,루,1997-12-03,NATURE,South Korea,,0,0,,,,F,,,
,Jueun,Lee Jooeun,이주은,주은,1995-07-07,DIA,South Korea,,0,0,Suwon,BinChaenHyunSeuS,,F,,,
,Swan,Kim Suan,김수안,수안,2000-12-28,CRAXY,South Korea,,0,0,,,,F,,,
,Somi,Jeon Somi,전소미,소미,2001-03-09,,South Korea,Canada,0,0,Ontario,,I.O.I,F,,,
,Zin,Jin Hyunbin,진현빈,지인,2001-08-31,bugAboo,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/mimi/,Mimi,Kim Mihyun,김미현,미미,1995-05-01,Oh My Girl,South Korea,,163,50,Jeju,,,F,,,
,Haruna,Osato Haruna,오사토 하루나,하루나,2006-01-30,Billlie,Japan,,0,0,,,,F,,,
https://dbkpop.com/idol/jennie-blackpink/,Jennie,Kim Jennie,김제니,제니,1996-01-16,BLACKPINK,South Korea,,163,50,Anyang,,,F,,,
,Miso,Park Jihyun,박지현,미소,1996-09-16,P.O.P,South Korea,,0,0,Busan,,,F,,,
https://dbkpop.com/idol/jisoo-lovelyz/,Jisoo,Seo Jisoo,서지수,지수,1994-02-11,Lovelyz,South Korea,,165,46,Incheon,,,F,,,
,Soso,Wang Chingyi,왕징이,소소,2001-03-14,GWSN,Taiwan,,0,0,,,,F,,,
,Jooyeon,Lee Jooyeon,이주연,주연,1987-03-19,,South Korea,,0,0,Seoul,,After School,F,,https:/www.instagram.com/jupppal,
https://dbkpop.com/idol/eunjung/,Eunjung,Ham Eunjung,함은정,은정,1988-12-12,T-ara,South Korea,,167,47,Seoul,,,F,,https:/www.instagram.com/sweetgirl_eunjung,
,Dasom,Lee Dasom,이다솜,다솜,1993-11-13,2EYES,South Korea,,164,0,Cheongju,,,F,,,
,Ireh,Cho Seoyoung,조서영,이레,2002-04-30,Purple Kiss,South Korea,,0,0,,,,F,,,
,Daeun,Jung Daeun,정다은,정다은,1994-06-03,2EYES,South Korea,,161,0,Bucheon,,,F,,https:/www.instagram.com/da.ni_jung,
,Siyoon,Kim Siyoon,김시윤,시윤,2005-02-16,Billlie,South Korea,,168,0,,,,F,,,
,Yoonji,,,윤지,1998-07-21,Lusty,South Korea,,163,45,,,,F,"Rap, Leader",,
,Isol,,,이솔,1997-05-01,Lusty,South Korea,,166,48,Seoul,,,F,Main Vocal,,
https://dbkpop.com/idol/minnie-gi-dle/,Minnie,Nicha Yontararak,니차 욘타라락,민니,1997-10-23,(G)I-DLE,Thailand,,0,0,,,,F,,,
,Suji,Lee Suji,이수지,수지,1998-03-20,UNI.T,South Korea,,0,0,Busan,,The Ark,F,,,
,Cyan,Lee Chaeeun,이채은,시안,2001-04-04,bugAboo,South Korea,,0,0,Sanbon,,,F,,,
,Terry,Han Dasom,한다솜,테리,1998-02-02,,South Korea,,0,0,,,NeonPunch,F,,,
https://dbkpop.com/idol/jihan-weeekly/,Jihan,Han Jihyo,한지효 ,지한,2004-07-12,Weeekly,South Korea,,0,0,,,,F,Lead Vocal,,
,Nana,Im Jinah,임진아,나나,1991-09-14,After School,South Korea,,0,0,Cheongju,Orange Caramel,,F,,https:/www.instagram.com/jin_a_nana,
https://dbkpop.com/idol/nayoung-gugudan/,Nayoung,Kim Nayoung,김나영,나영,1995-11-23,Gugudan,South Korea,,169,50,,,,F,,,
,Hyeongshin,Kim Hyungshin,김형신,형신,2002-05-03,HOT ISSUE,South Korea,,0,0,,,,F,,,
,Yua,Mikami Yua,미카미 유아,유아,1993-08-16,Honey Popcorn,Japan,,0,0,,,,F,,,
https://dbkpop.com/idol/hana-gugudan/,Hana,Shin Bora,신보라,하나,1993-04-30,Gugudan,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/jiwon-fromis-9/,Jiwon,Park Jiwon,박지원,지원,1998-03-20,fromis_9,South Korea,,0,0,Busan,,,F,,,
,Hikaru,Ezaki Hikaru,에자키 히카루 ,히카루 ,2004-03-12,Kep1er,Japan,,155,0,,,,F,,,
,Hyemi,Kim Hyemi,김혜미,혜미,1990-08-10,Fiestar,South Korea,,161,0,Seoul,,,F,,https:/www.instagram.com/hyemi_haaaaam,
,Medic Jin,Bae Yujin,배유진,메딕진,1996-08-25,Girlkind,South Korea,,0,167,,,,F,,,
https://dbkpop.com/idol/xuan-yi-wjsn/,Xuanyi,Wu Xuanyi,우쉬안이,선의,1995-01-26,Cosmic Girls,China,,166,0,Hainan,,,F,,,
,Aini,Kim Heejung,김희정,아이니,1991-07-13,,South Korea,,163,44,,,Pink Fantasy,F,,,
,Kady,Gu Dokyoung,구도경,케이디,1995-04-07,Gate9,South Korea,,168,0,Busan,,,F,,https://www.instagram.com/kady_g9/,
https://dbkpop.com/idol/hajeong-neonpunch/,Hajeong,Lee Hajeong,이하정,하정,1997-09-23,,South Korea,,0,0,,,NeonPunch,F,,https:/www.instagram.com/sunghyuk_seo/,
,Shiho,Kwon Subin,권수빈,시호,2001-08-22,BOTOPASS,South Korea,,0,0,,,,F,,,
,Huiyeon,Oh Huiyeon,오휘연,휘연,2005-08-01,LIGHTSUM,South Korea,,0,0,,,,F,,,
,Dayoung,Kim Dayoung,김다영,다영,1991-02-02,Blady,South Korea,,0,0,Jeonju,,,F,,https:/www.instagram.com/loloola22_,
,Haewon,Oh Haewon,오해원,해원,2003-02-25,NMIXX,South Korea,,0,0,,,,F,,,
,Nayoung,Kim Nayoung,김나영,나영,2002-11-30,LIGHTSUM,South Korea,,154,43,Chuncheon,,,F,,,
,Chaein,Lee Chaeyoung,이채영,채인,2002-12-05,Purple Kiss,South Korea,,0,0,,,,F,,,
,Sora,Sakata Sora,사카타 소라,소라,2003-08-30,woo!ah!,Japan,,0,0,,,,F,Vocalist,,
,Hana,Hayase Hana,하야세 하나,하나,2000-02-27,ILY:1,Japan,,165,0,,,,F,,,
,Subin,Oh Subin,오수빈,수빈,1998-09-30,Hashtag,South Korea,,172,0,,,,F,,,
,Myungji,Kim Myungji,김명지,명지,1997-10-09,Tiny-G,South Korea,,164,0,,,,F,,,
,Sun J,Jeon Heesun,전희선,썬제이,2001-02-13,Girlkind,South Korea,,0,165,,,,F,,,
,Gaga,Lee Soobin,이수빈,가가,1994-11-10,Gate9,South Korea,,164,0,,,,F,,https://www.instagram.com/gagag9/,
,Yuuri,Tokunaga Yuuri,도쿠나가 유우리,유우리,2001-05-16,LUNARSOLAR,Japan,,0,0,,,,F,,,
,Jinni,Choi Yujin,최윤진,지니,2004-04-16,NMIXX,South Korea,,0,0,,,,F,,,
,Eunjin,Ma Eunjin,마은진,은진,1997-05-23,Playback,South Korea,,165,49,Wonju,,,F,,https:/www.instagram.com/sunghyuk_seo/,
,Segye,Shin Segye,신세계 ,세계 ,1998-08-19,AREAL,South Korea,,0,0,,,Rose Finger,F,,,
,Jiwon,Park Jiwon,박지원,지원,1997-03-17,BOTOPASS,South Korea,,165,45,,,ILUV,F,,,
,Heesu,Kim Heesu,김희수,희수,1998-03-24,Maka Maka,South Korea,,0,0,,,,F,,,
,Yeonhee,Kim Yeonhee,김연희,연희,2000-12-06,Rocket Punch,South Korea,,161,0,,,,F,,,
https://dbkpop.com/idol/sieun-stayc/,Sieun,Park Sieun,박시은,시은,2001-08-01,STAYC,South Korea,,160,44,Seoul,,,F,,,
,Kongyoo,Kong Yoojin,공유진,공유,2001-05-11,Bonus Baby,South Korea,,163,0,,,,F,,,
,Jungwoo,Uhm Jungwoo,엄정우,정우,1999-04-02,BVNDIT,South Korea,,0,0,,,,F,,,
https://dbkpop.com/idol/nakyung-fromis-9/,Nakyung,Lee Nakyung,이나경,나경,2000-06-01,fromis_9,South Korea,,159,42,Mungyeong,,,F,"Lead Vocalist, Rapper, Visual",,
,Dongmyeong,Son Dongmyeong,곤동명,동명,2000-01-20,Onewe,South Korea,,0,0,,,MAS,M,,,
,Munik,Jang Moonik,장문익,문익,2001-03-20,Dongkiz,South Korea,,173,50,,,,M,,,
,Hyunsoo,Kim Hyunsoo,김현수,현수,1995-04-12,D1CE,South Korea,,176,60,,,,M,,,
,Seunghwan,Lee Seunghwan,이승환,승환,1994-12-10,Romeo,South Korea,,0,0,,,,M,,,
,Avin,Park Donghyun,박동혁,어빈 ,1999-12-18,ENOi,South Korea,,178,61,,,,M,,,
,Sangil,Shim Sangil,심상일,상일,1993-05-01,SNUPER,South Korea,,0,0,Seoul,,,M,,,
,Jinyoung,Woo Jinyoung,우진영,진영,1997-05-31,D1CE,South Korea,,170,51,,,,M,,,
,Inseong,Jeong Inseong,정인성,인성,1994-07-01,KNK,South Korea,,183,71,,,,M,Main Vocal,,
,Kyeongheon,Yoon Kyeongheon,윤경헌,경헌,1998-01-06,We In The Zone,South Korea,,175,60,Suncheon,,,M,,,
https://dbkpop.com/idol/lee-know-stray-kids/,Lee Know,Lee Minho,이민호,리노,1998-10-25,Stray Kids,South Korea,,0,0,Gimpo,,,M,,,
,Hwi,Jo Mingyu,조민규,휘,2002-09-26,Newkidd,South Korea,,0,0,,,,M,,,
https://dbkpop.com/idol/taehyun-txt/,Taehyun,Kang Taehyun,강태현,태현,2002-02-05,TXT,South Korea,,0,0,,,,M,,,
,Dongpyo,Son Dongpyo,손동표,동표,2002-09-09,Mirae,South Korea,,166,48,,,X1,M,,,
,Mill,Lee Yongsoo,이용수,밀,1999-03-30,OnlyOneOf,South Korea,,0,0,,,,M,,,
https://dbkpop.com/idol/younghoon-the-boyz/,Younghoon,Kim Younghoon,김영훈,영훈,1997-08-08,The Boyz,South Korea,,182,63,,,,M,,,
